0,150,0,0
1,150,5,9
2,150,10,48
3,150,15,110
4,150,20,188
5,150,25,276
6,150,30,374
7,150,35,474
8,150,40,578
9,150,46,688
10,150,51,800
11,150,56,913
12,150,61,1027
13,150,66,1142
14,150,71,1258
15,150,76,1374
16,150,81,1491
17,150,87,1609
18,150,92,1728
19,150,97,1848
20,150,102,1968
21,150,107,2088
22,150,112,2208
23,150,117,2329
24,150,122,2452
25,150,128,2573
26,150,133,2696
27,150,138,2815
28,150,143,2934
29,150,148,3053
30,150,153,3173
31,150,158,3293
32,150,163,3413
33,150,168,3534
34,150,174,3655
35,150,178,3774
36,150,183,3896
37,150,188,4017
38,150,193,4137
39,150,198,4256
40,150,203,4377
41,150,208,4495
42,150,214,4614
43,150,219,4734
44,150,224,4855
45,150,229,4977
46,150,234,5099
47,150,239,5220
48,150,244,5339
49,150,249,5458
50,150,255,5578
51,150,260,5697
52,150,265,5816
53,150,270,5936
54,150,275,6056
55,150,280,6176
56,150,285,6296
57,150,290,6418
58,150,295,6538
59,150,301,6659
60,150,306,6780
61,150,311,6900
62,150,316,7020
63,150,321,7142
64,150,326,7265
65,150,331,7386
66,150,336,7508
67,150,342,7628
68,150,347,7749
69,150,352,7868
70,150,357,7989
71,150,362,8109
72,150,367,8229
73,150,372,8349
74,150,377,8470
75,150,383,8589
76,150,388,8709
77,150,393,8832
78,150,398,8954
79,150,403,9076
80,150,408,9197
81,150,413,9318
82,150,418,9440
83,150,423,9563
84,150,429,9685
85,150,434,9808
86,150,439,9929
87,150,444,10049
88,150,449,10168
89,150,454,10289
90,150,459,10410
91,150,464,10531
92,150,470,10652
93,150,475,10773
94,150,480,10893
95,150,485,11013
96,150,489,11133
97,150,494,11253
98,150,499,11374
99,150,504,11496
100,150,509,11617
101,150,515,11737
102,150,520,11859
103,150,525,11982
104,150,530,12105
105,150,535,12228
106,150,540,12350
107,150,545,12470
108,150,550,12590
109,150,556,12711
110,150,561,12831
111,150,566,12952
112,150,571,13073
113,150,576,13193
114,150,581,13315
115,150,586,13434
116,150,591,13557
117,150,597,13678
118,150,602,13797
