0,-210,88,0.000000
1,-210,5180,-0.000180
2,-210,10272,-0.001065
3,-210,15392,-0.002340
4,-210,20476,-0.004020
5,-210,25600,-0.005940
6,-210,30728,-0.008041
7,-210,35836,-0.010216
8,-210,40960,-0.012541
9,-210,46080,-0.014956
10,-210,51224,-0.017446
11,-210,56352,-0.019966
12,-210,61496,-0.022487
13,-210,66620,-0.025082
14,-210,71752,-0.027662
15,-210,76888,-0.030242
16,-210,82020,-0.032897
17,-210,87156,-0.035538
18,-210,92296,-0.038223
19,-210,97448,-0.040968
20,-210,102580,-0.043668
21,-210,107740,-0.046398
22,-210,112860,-0.049099
23,-210,117984,-0.051829
24,-210,123108,-0.054514
25,-210,128236,-0.057214
26,-210,133376,-0.059884
27,-210,138516,-0.062585
28,-210,143652,-0.065270
29,-210,148788,-0.067940
30,-210,153944,-0.070670
31,-210,159084,-0.073370
32,-210,164228,-0.076146
33,-210,169376,-0.078861
34,-210,174536,-0.081621
35,-210,179660,-0.084366
36,-210,184804,-0.087096
37,-210,189936,-0.089842
38,-210,195080,-0.092542
39,-210,200216,-0.095227
40,-210,205344,-0.097912
41,-210,210464,-0.100597
42,-210,215592,-0.103268
43,-210,220724,-0.105968
44,-210,225860,-0.108653
45,-210,231012,-0.111413
46,-210,236136,-0.114143
47,-210,241280,-0.116874
48,-210,246404,-0.119634
49,-210,251532,-0.122364
50,-210,256672,-0.125109
51,-210,261804,-0.127839
52,-210,266960,-0.130585
53,-210,272072,-0.133285
54,-210,277220,-0.136015
55,-210,282344,-0.138700
56,-210,287496,-0.141445
57,-210,292616,-0.144146
58,-210,297780,-0.146936
59,-210,302916,-0.149666
60,-210,308068,-0.152426
61,-210,313228,-0.155156
62,-210,318368,-0.157887
63,-210,323520,-0.160617
64,-210,328664,-0.163362
65,-210,333796,-0.166032
66,-210,338920,-0.168732
67,-210,344044,-0.171433
68,-210,349160,-0.174103
69,-210,354300,-0.176788
70,-210,359420,-0.179503
71,-210,364564,-0.182233
72,-210,369700,-0.184994
73,-210,374852,-0.187739
74,-210,379976,-0.190499
75,-210,385112,-0.193229
76,-210,390236,-0.195974
77,-210,395364,-0.198705
78,-210,400508,-0.201435
79,-210,405656,-0.204135
80,-210,410776,-0.206820
