0,60,0,0
53,60,0.045,0.03
106,60,0.087,0.43
160,60,0.093,0.89
214,60,0.0825,1.4
3770,60,0.099,1.91
3824,60,0.093,2.41
3877,60,0.099,2.92
3932,60,0.084,3.42
3985,60,0.093,3.86
4039,60,0.099,4.35
4092,60,0.096,4.85
4147,60,0.105,5.39
4201,60,0.075,5.83
4254,60,0.099,6.29
4308,60,0.099,6.81
4362,60,0.099,7.33
4416,60,0.102,7.83
4469,60,0.096,8.34
4524,60,0.085,8.89
4577,60,0.087,9.4
4631,60,0.099,9.88
4685,60,0.0775,10.39
4739,60,0.0725,10.85
4793,60,0.093,11.35
4846,60,0.102,11.86
